Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:21TcDbGosp7w9YhTjOszgA,"Imagination","Handwritten (Deluxe)","Shawn Mendes",2015-04-14,217773,73,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:34Z,"","Island Records",0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,4
spotify:track:04ZTP5KsCypmtCmQg5tH9R,"I'm a Mess","Expectations","Bebe Rexha",2018-06-22,195519,73,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:36Z,"","Warner Records",0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,4
spotify:track:364dI1bYnvamSnBJ8JcNzN,"Intentions","Intentions","Justin Bieber;Quavo",2020-02-07,212868,71,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:38Z,"","RBMG/Def Jam",0.811,0.553,9,-6.644,1,0.0552,0.317,0,0.105,0.86,148.014,4
spotify:track:23L5CiUhw2jV1OIMwthR3S,"In the Name of Love","In the Name of Love","Martin Garrix;Bebe Rexha",2016-07-29,198815,82,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:40Z,"電子舞曲,漸進浩室,電子音樂","Epic Amsterdam",0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,4
spotify:track:7yHEDfrJNd0zWOfXwydNH0,"Into You","Dangerous Woman","Ariana Grande",2016-05-20,244453,2,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:42Z,"流行樂","Universal Music Group",0.636,0.727,9,-5.852,1,0.106,0.0161,0.00000112,0.151,0.358,107.988,4
spotify:track:3707IBa4HnS3zDDoWfeUBl,"I Warned Myself","I Warned Myself","Charlie Puth",2019-08-21,159782,52,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:46Z,"軟式流行樂","Artist Partner",0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,4
spotify:track:7KxhSJOYiqCDclXDBNlFSZ,"Kill Em With Kindness","Revival (Deluxe)","Selena Gomez",2015-10-09,217906,63,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:48Z,"","Selena Gomez PS",0.757,0.884,10,-5.488,0,0.0404,0.00789,0.0000587,0.0973,0.399,120.013,4
spotify:track:0lYBSQXN6rCTvUZvg9S0lU,"Let Me Love You","Encore","DJ Snake;Justin Bieber",2016-08-05,205946,91,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:53Z,"","DJ Snake Def Jam",0.475,0.715,8,-5.371,1,0.058,0.0863,0.0000267,0.135,0.159,199.892,4
spotify:track:7x5xYW5W42OGPAdHUyyguy,"Locked Away (feat. Adam Levine)","What Dreams Are Made Of","R. City;Adam Levine",2015-10-09,227475,83,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:55Z,"","Kemosabe Records/RCA Records",0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,5
spotify:track:6uFsE1JgZ20EXyU0JQZbUR,"Look What You Made Me Do","Look What You Made Me Do","Taylor Swift",2017-08-24,211859,1,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:56Z,"","Big Machine Records, LLC",0.773,0.68,9,-6.378,0,0.141,0.213,0.0000157,0.122,0.497,128.062,4
spotify:track:2l8w0zZVn4AZNuzrht7MRT,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Delirium (Deluxe)","Ellie Goulding",2015-11-13,252534,50,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:54:59Z,"","Polydor Records",0.475,0.606,8,-6.646,1,0.0346,0.247,0,0.125,0.282,94.994,4
spotify:track:50kpGaPAhYJ3sGmk6vplg0,"Love Yourself","Purpose (Deluxe)","Justin Bieber",2015-11-13,233720,88,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:01Z,"","RBMG/Def Jam",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.43,4
spotify:track:2qLMf6TuEC3ruGJg4SMMN6,"Lucky","We Sing. We Dance. We Steal Things. (Bonus Tracks Version)","Jason Mraz;Colbie Caillat",2008-05-01,189613,75,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:03Z,"軟式流行樂,原音流行樂","Atlantic Records/ATG",0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,4
spotify:track:7jEyX4bqaCSdMN4D4JNnVj,"Mama","Blue","Jonas Blue;William Singe",2018-11-09,184133,75,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:05Z,"熱帶浩室","Positiva",0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,4
spotify:track:7oUHzZKNKUTrlU7DYxhQ7v,"Maps","V (Asia Tour Edition)","Maroon 5",2015-05-18,189960,73,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:07Z,"流行樂","Interscope Records*",0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4
spotify:track:2b8fOow8UzyDFAE27YhOZM,"Memories","Memories","Maroon 5",2019-09-20,189486,37,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:09Z,"流行樂","222 Records/Interscope Records",0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,4
spotify:track:4lYTkvMkcNRj9uoSr8Zpws,"Mercy","Mercy","Shawn Mendes",2016-08-18,208733,0,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:11Z,"","Universal Music Group",0.563,0.684,11,-4.916,0,0.0919,0.109,0,0.11,0.405,147.92,4
spotify:track:3kwgqoBqTwoAH4nT29TYrq,"Nobody's Love","Nobody's Love","Maroon 5",2020-07-24,211253,13,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:13Z,"流行樂","222 Records/Interscope Records",0.486,0.567,1,-6.456,1,0.0379,0.31,0,0.0949,0.154,93.68,4
spotify:track:1louJpMmzEicAn7lzDalPW,"No Promises (feat. Demi Lovato)","No Promises (feat. Demi Lovato)","Cheat Codes;Demi Lovato",2017-03-31,223503,67,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:16Z,"","Parlophone UK",0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,4
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,"no tears left to cry","Sweetener","Ariana Grande",2018-08-17,205920,81,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:19Z,"流行樂","Republic Records",0.699,0.713,9,-5.507,0,0.0594,0.04,0.00000311,0.294,0.354,121.993,4
spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,"Patient","Voicenotes","Charlie Puth",2018-05-11,190533,59,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:21Z,"軟式流行樂","Artist Partner",0.675,0.604,1,-6.266,1,0.193,0.752,0,0.111,0.456,168.034,4
spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Payphone","Overexposed Track By Track","Maroon 5;Wiz Khalifa",2012-01-01,231173,87,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:23Z,"流行樂","Interscope Records*",0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,4
spotify:track:3NLnwwAQbbFKcEcV8hDItk,"Perfect","Made In The A.M. (Deluxe Edition)","One Direction",2015-11-13,230341,83,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:26Z,"","Syco Music",0.648,0.822,11,-5.231,0,0.0749,0.0598,0,0.119,0.397,99.933,4
spotify:track:0tgVpDi06FyKpA1z0VMD4v,"Perfect","÷ (Deluxe)","Ed Sheeran",2017-03-03,263400,90,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:28Z,"軟式流行樂","Atlantic Records UK",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
spotify:track:1CUVN2kn7mW5FjkqXTR2W1,"Perfect Strangers","Perfect Strangers","Jonas Blue;JP Cooper",2016-06-03,196613,2,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:31Z,"熱帶浩室","Universal Music Group",0.742,0.819,1,-5.307,1,0.0487,0.372,0,0.277,0.709,117.986,4
spotify:track:7DvQTs0DsiKL9KAGafSayU,"Permission","Permission","New Hope Club",2019-02-01,194240,30,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:33Z,"","EMI",0.758,0.792,11,-6.127,1,0.0795,0.0675,0,0.112,0.782,105.019,4
spotify:track:44fXOB2eBG8uaQJGwh26Bk,"Physical","Physical","Dua Lipa",2020-01-30,193829,42,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:34Z,"流行樂","Urban",0.647,0.843,0,-3.756,1,0.0457,0.0137,0.000628,0.102,0.761,146.961,4
spotify:track:2hrUO4drrO63i7FYbCLBl2,"Rockabye (feat. Sean Paul & Anne-Marie)","What Is Love? (Deluxe Edition)","Clean Bandit;Anne-Marie;Sean Paul",2018-11-30,251173,83,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:37Z,"舞廳雷鬼","Atlantic Records UK",0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,4
spotify:track:3ebXMykcMXOcLeJ9xZ17XH,"Scared to Be Lonely","Scared to Be Lonely","Martin Garrix;Dua Lipa",2017-01-27,220883,81,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:39Z,"電子舞曲,漸進浩室,電子音樂,流行樂","Epic Amsterdam",0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4
spotify:track:66VenHDtrQAw7FCjyF2J56,"The Christmas Song (Shawn Mendes & Camila Cabello)","Wonder (Holiday Deluxe)","Shawn Mendes;Camila Cabello",2020-12-05,196254,37,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:50Z,"","Shawn Mendes LP4-5 PS/ Island",0.341,0.181,2,-12.073,0,0.0366,0.888,0,0.137,0.212,83.608,4
spotify:track:5jpNBhgAk5OmfB0W5i5NaO,"Piece Of You","Wonder","Shawn Mendes",2020-12-04,175781,52,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:55:53Z,"","Shawn Mendes LP4-5 PS/ Island",0.757,0.628,6,-3.944,1,0.077,0.0147,0,0.05,0.609,100.004,4
spotify:track:2Z8yfpFX0ZMavHkcIeHiO1,"Monster (Shawn Mendes & Justin Bieber)","Monster","Shawn Mendes;Justin Bieber",2020-11-20,178994,69,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:09Z,"","Shawn Mendes LP4-5 PS/ Island",0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,4
spotify:track:3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","Grateful","DJ Khaled;Justin Bieber;Quavo;Chance the Rapper;Lil Wayne",2017-06-22,288600,75,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:13Z,"饒舌樂,嘻哈樂","Epic/We The Best",0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,4
spotify:track:1SJtlNRJDeYHioymcvsqev,"Crying in the Club","Crying in the Club","Camila Cabello",2017-05-18,216391,68,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:16Z,"","Syco Music/Epic",0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,4
spotify:track:29JrmE89KgRyCxBIzq2Ocw,"Strip That Down (feat. Quavo)","LP1","Liam Payne;Quavo",2019-12-06,202061,71,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:18Z,"","Capitol Records UK / EMI",0.873,0.495,6,-5.446,1,0.0518,0.199,0,0.0805,0.546,106.033,4
spotify:track:0zzVTGyRrWpQu8Fr28NRAv,"OK Not To Be OK","OK Not To Be OK","Marshmello;Demi Lovato",2020-09-10,159862,61,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:20Z,"電子舞曲","Joytime Collective",0.743,0.837,1,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,4
spotify:track:6Im9k8u9iIzKMrmV7BWtlF,"34+35","Positions","Ariana Grande",2020-10-30,173710,78,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:22Z,"流行樂","Republic Records",0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,4
spotify:track:6mQLN3zRtAp6ovjusyYKrV,"Rewrite The Stars (with James Arthur & Anne-Marie)","Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur;Anne-Marie",2018-10-25,218293,80,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:24Z,"軟式流行樂","Atlantic Records",0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944,4
spotify:track:6W5RmgWh46p9RQ4LDezHKE,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack","Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack)","Hailee Steinfeld",2015-05-12,178320,57,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:25Z,"","UME – PP2 OST",0.517,0.623,3,-6.35,1,0.0715,0.327,0,0.127,0.278,148.045,4
spotify:track:5EbX5xL3O2xT8FxCpYzgUO,"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")","Alessia Cara;Disney",2016-10-28,175517,61,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:28Z,"","Walt Disney Records",0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979,4
spotify:track:3wuR0YSNdT9rgWfFi1lctv,"Million Ways","Million Ways","HRVY",2019-11-08,169887,54,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:29Z,"","EMI",0.645,0.803,6,-4.819,1,0.034,0.0312,0,0.13,0.471,106.03,4
spotify:track:4nVBt6MZDDP6tRVdQTgxJg,"Story of My Life","Midnight Memories (Deluxe)","One Direction",2013-11-25,245490,86,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:31Z,"","Syco Music",0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4
spotify:track:7F9vK8hNFMml4GtHsaXui6,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson;Bebe Rexha;Digital Farm Animals",2017-07-21,190427,65,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:33Z,"","Syco Music",0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,4
spotify:track:49COPp81lGS9Hl9OwKlsKl,"Polaroid","Blue","Jonas Blue;Liam Payne;Lennon Stella",2018-11-09,193377,64,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:34Z,"熱帶浩室","Positiva",0.652,0.898,7,-4.481,0,0.0361,0.29,0,0.073,0.472,114.043,4
spotify:track:72jbDTw1piOOj770jWNeaG,"Paris","Memories...Do Not Open","The Chainsmokers",2017-04-07,221506,82,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:37Z,"","Disruptor Records/Columbia",0.653,0.658,2,-6.428,1,0.0304,0.0215,0.00000166,0.0939,0.219,99.99,4
spotify:track:74vs7PD7iG2GnWUGnb8Yuq,"Middle Of The Night","Night & Day (Night Edition)","The Vamps;Martin Jensen",2017-07-14,174600,54,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:39Z,"","EMI",0.588,0.749,11,-4.323,0,0.058,0.0037,0,0.0813,0.397,130.093,4
spotify:track:2P91MQbaiQOfbiz9VqhqKQ,"I Like Me Better","I met you when I was 18. (the playlist)","Lauv",2018-05-31,197436,4,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:41Z,"","Lauv",0.752,0.505,9,-7.621,1,0.253,0.535,0.00000255,0.104,0.419,91.97,4
spotify:track:7wLK9PAeZMBDVKsm7ptOMn,"positions","positions","Ariana Grande",2020-10-23,172324,0,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:43Z,"流行樂","Republic Records",0.734,0.806,5,-4.82,1,0.0881,0.457,0,0.0936,0.616,144.028,4
spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Lonely (with benny blanco)","Lonely (with benny blanco)","Justin Bieber;benny blanco",2020-10-16,149297,70,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:45Z,"","Friends Keep Secrets/Def Jam Recordings/Interscope Records",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,4
spotify:track:5u1n1kITHCxxp8twBcZxWy,"Holy (feat. Chance The Rapper)","Holy","Justin Bieber;Chance the Rapper",2020-09-18,212093,70,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:49Z,"","RBMG/Def Jam",0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,4
spotify:track:5GhJIMWAw0uMLgkdbt6uMz,"Fallin’ (Adrenaline)","Fallin’ (Adrenaline)","Why Don't We",2020-09-29,216504,57,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:53Z,"","Atlantic Records",0.606,0.9,0,-4.504,1,0.119,0.0101,0,0.075,0.233,133.963,4
spotify:track:2GyA33q5rti5IxkMQemRDH,"I Know What You Did Last Summer","Handwritten","Shawn Mendes;Camila Cabello",2015-04-14,223853,78,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:55Z,"","Island Records",0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,4
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Señorita","Shawn Mendes (Deluxe)","Shawn Mendes;Camila Cabello",2019-06-19,190799,82,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:56:58Z,"","Island Records",0.759,0.548,9,-6.049,0,0.0289,0.0379,0,0.0828,0.75,116.963,4
spotify:track:7xoUc6faLbCqZO6fQEYprd,"One Last Time","My Everything (Deluxe)","Ariana Grande",2014-08-22,197266,86,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:00Z,"流行樂","Universal Records",0.628,0.593,8,-5.036,1,0.0323,0.093,0.00000165,0.096,0.104,125.025,4
spotify:track:1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","TROLLS (Original Motion Picture Soundtrack)","Justin Timberlake",2016-09-23,237546,74,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:02Z,"","Villa 40/RCA Records",0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,4
spotify:track:4S1GTwPVpkSy7CsJIDKPEz,"You Deserve Better","You Deserve Better / At My Weakest","James Arthur",2018-06-01,207746,46,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:04Z,"軟式流行樂","Columbia Local",0.516,0.56,6,-7.116,0,0.486,0.0322,0,0.15,0.696,98.94,4
spotify:track:69vToJ9BMbbLlFZo7k7A7B,"You Are The Reason","Only Human (Deluxe)","Calum Scott",2018-03-09,204326,80,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:06Z,"軟式流行樂","Capitol Records (US1A)",0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,3
spotify:track:6WbADFqMvR8N5u0BvtsWQE,"Without You (feat. Sandro Cavazza)","AVĪCI (01)","Avicii;Sandro Cavazza",2017-08-10,181672,6,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:07Z,"電子舞曲","Universal Music Group",0.652,0.855,2,-4.832,1,0.0441,0.00179,0,0.0404,0.279,134.009,4
spotify:track:73h4oe03sZy8bXfQLfnqMv,"Who's Laughing Now","Who's Laughing Now","Ava Max",2020-07-30,180348,0,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:09Z,"","Atlantic Records",0.648,0.641,7,-5.521,1,0.0389,0.00565,0.00000363,0.109,0.505,184.021,4
spotify:track:0GxQ1A5L9xnMOytbP6eKBG,"What Lovers Do (feat. SZA)","Red Pill Blues (Deluxe)","Maroon 5;SZA",2018-06-15,199849,75,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:12Z,"流行樂,節奏藍調","Interscope Records*",0.8,0.598,5,-5.131,0,0.0617,0.0798,0.00000547,0.1,0.422,109.998,4
spotify:track:4B0JvthVoAAuygILe3n4Bs,"What Do You Mean?","Purpose (Deluxe)","Justin Bieber",2015-11-13,205680,86,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:14Z,"","RBMG/Def Jam",0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4
spotify:track:1HimGOB6BjOaCQYMIF1xtU,"What Am I","What Am I","Why Don't We",2019-08-23,184665,57,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:16Z,"","Atlantic Records",0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862,4
spotify:track:06KyNuuMOX1ROXRhj787tj,"We Don't Talk Anymore (feat. Selena Gomez)","Nine Track Mind","Charlie Puth;Selena Gomez",2016-01-29,217706,81,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:18Z,"軟式流行樂","Artist Partner",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
spotify:track:6hLkeOMrhZ2CMLBp2of576,"Wanted","Wanted","OneRepublic",2019-09-06,136247,51,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:20Z,"軟式流行樂","Mosley Music/Interscope Records",0.668,0.534,1,-6.586,1,0.0677,0.164,0,0.1,0.711,145.816,4
spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,"Treat You Better","Illuminate","Shawn Mendes",2017-04-20,187973,88,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:23Z,"","Island Records",0.443,0.82,10,-4.091,0,0.34,0.107,0,0.107,0.771,82.697,4
spotify:track:2NkbRmygVirMQFCjSkyY7Q,"Too Much To Ask","Too Much To Ask","Niall Horan",2017-09-14,223043,43,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:25Z,"","Capitol Records (US1A)",0.508,0.534,0,-6.522,1,0.0376,0.366,0,0.126,0.222,153.61,4
spotify:track:27u7t9d7ZQoyjsCROHuZJ3,"Tick Tock (feat. 24kGoldn)","Tick Tock (feat. 24kGoldn)","Clean Bandit;Mabel;24kGoldn",2020-08-21,178373,67,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:27Z,"","Atlantic Records UK",0.779,0.705,0,-3.895,1,0.0344,0.369,0.00000791,0.124,0.946,101.022,4
spotify:track:3vncluU9e0z6mdXt8hRP37,"This Summer","V (Asia Tour Edition)","Maroon 5",2015-05-18,224400,39,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:30Z,"流行樂","Interscope Records*",0.54,0.766,4,-5.148,0,0.07,0.000248,0,0.641,0.176,98.932,4
spotify:track:4NBTZtAt1F13VvlSKe6KTl,"This Feeling","Sick Boy","The Chainsmokers;Kelsea Ballerini",2018-12-14,197946,75,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:33Z,"鄉村音樂,流行鄉村音樂","Disruptor Records/Columbia",0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,4
spotify:track:72C7aUQECOhNtnD0AC36ua,"They Don't Know About Us","Take Me Home: Yearbook Edition","One Direction",2012-11-09,201693,1,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:35Z,"","Syco Music UK",0.512,0.754,0,-6.031,1,0.0549,0.135,0,0.0881,0.336,147.89,4
spotify:track:7JJmb5XwzOO8jgpou264Ml,"There's Nothing Holdin' Me Back","Illuminate (Deluxe)","Shawn Mendes",2017-04-20,199440,88,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:36Z,"","Island Records",0.866,0.811,11,-4.063,0,0.0553,0.375,0,0.078,0.969,121.995,4
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","24K Magic","Bruno Mars",2016-11-18,206693,92,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:39Z,"","Atlantic Records",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
spotify:track:1JRK7srBWUtAW7dPabKBwJ,"Teeth","Teeth","5 Seconds of Summer",2019-08-21,204887,1,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:41Z,"","5 Seconds of Summer/Interscope Records",0.755,0.448,3,-2.993,0,0.0405,0.0508,0.00000387,0.11,0.431,139.028,4
spotify:track:7py16W5fWYLFFS6BElKAjn,"Tears (feat. Louisa Johnson)","Tears (feat. Louisa Johnson)","Clean Bandit;Louisa Johnson",2016-05-27,225914,57,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:43Z,"","Atlantic Records UK",0.605,0.77,5,-3.645,0,0.0446,0.0431,0,0.159,0.298,130.037,4
spotify:track:1x5sYLZiu9r5E43kMlt9f8,"Symphony (feat. Zara Larsson)","Symphony (feat. Zara Larsson)","Clean Bandit;Zara Larsson",2017-03-16,212459,78,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:45Z,"","Atlantic Records UK",0.707,0.629,0,-4.581,0,0.0563,0.259,0.000016,0.138,0.457,122.863,4
spotify:track:25sgk305KZfyuqVBQIahim,"Sweet but Psycho","Sweet but Psycho","Ava Max",2018-08-17,187436,6,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:47Z,"","Atlantic Records",0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4
spotify:track:5d6Mjuu2uCGRPYpFjGpCX5,"Sugar","V (Asia Tour Edition)","Maroon 5",2015-05-18,235493,72,true,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:49Z,"流行樂","Interscope Records*",0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
spotify:track:3zkWCteF82vJwv0hRLba76,"Stitches","Handwritten","Shawn Mendes",2015-04-14,206880,8,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:51Z,"","Island Records",0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,4
spotify:track:6uBhi9gBXWjanegOb2Phh0,"Stay","Stay","Zedd;Alessia Cara",2017-02-23,210090,79,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:55Z,"電子舞曲","UMGRI Interscope",0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4
spotify:track:2DGa7iaidT5s0qnINlwMjJ,"The Spectre","The Spectre","Alan Walker",2017-09-15,193787,74,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:57:57Z,"","Kreatell Music",0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,4
spotify:track:6RUKPb4LETWmmr3iAEQktW,"Something Just Like This","Memories...Do Not Open","The Chainsmokers;Coldplay",2017-04-07,247160,89,false,791qjlx1xymqu60b4wrzoncpw,2021-09-21T11:58:05Z,"","Disruptor Records/Columbia",0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0000144,0.164,0.446,103.019,4
