Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,language,primary_genre,mbti_personality
spotify:track:4oELKeBS6hWwN3CTuN6acA,末班車,孤獨的和弦,蕭煌奇,2011-02-01,288666,60,false,,2023-09-21T15:50:00Z,"台灣流行樂,華語流行,華語流行樂",WM Taiwan,0.483,0.332,6,-9.044,0,0.031,0.72,0,0.107,0.162,113.855,4,Chinese,Mandopop,ISTP
spotify:track:3HH9pAwNfQVXYVUbmHxWwn,你不知道的事,十八般武藝,王力宏,2010-08-12,278986,63,false,,2023-09-21T15:50:00Z,"華語流行,華語流行樂,台灣流行樂,華語節奏藍調",寬魚國際股份有限公司,0.488,0.288,1,-9.922,1,0.0253,0.47,0,0.114,0.303,86.993,4,Chinese,Mandopop,INFP
spotify:track:0kcYzEvagMWsp9wL6RxW90,旅行的意義,華麗的冒險,陳綺貞,2005-09-24,256706,56,false,,2023-09-21T15:50:00Z,"台灣流行樂,華語流行,台灣獨立音樂,華語獨立音樂,華語流行樂",Team Ear Music,0.525,0.516,2,-7.931,1,0.0299,0.38,0,0.365,0.25,137.972,4,Chinese,Mandopop,ISTP
spotify:track:0Q4YuuiCuxIIKUw2fb1cmV,我們的愛,飛兒樂團,飛兒樂團,2004-04-23,287026,66,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂",WM Taiwan,0.509,0.646,5,-4.051,0,0.0301,0.502,0.0000123,0.0989,0.135,136.054,4,Chinese,Mandopop,ISTP
spotify:track:2ek6tL3UTd89rWtSv3gHje,來個蹦蹦,LOCAL,玖壹壹;陳嘉樺,2020-09-11,195679,51,false,,2023-09-21T15:50:00Z,"台灣流行樂,華語流行,華語嘻哈樂,華語流行樂","Rock Records Co., Ltd.",0.829,0.87,9,-3.829,0,0.0518,0.133,0,0.203,0.659,116.006,4,Chinese,Mandopop,ENFP
spotify:track:13bw75oRjvxMv9VGIeM32i,愛我還是他,太平盛世,陶喆,2005-08-01,292666,67,false,,2023-09-21T15:50:00Z,"華語流行,華語節奏藍調,台灣流行樂,華語流行樂",Gold Typhoon Taiwan,0.465,0.391,11,-8.029,1,0.0304,0.758,0,0.112,0.152,133.025,4,Chinese,Mandopop,ISTP
spotify:track:4JrGpUQothsSVR6iBhR9NC,飄向北方,亞洲通車,黃明志;王力宏,2016-12-30,269181,55,false,,2023-09-21T15:50:00Z,"華語流行,華語流行樂,台灣流行樂,華語嘻哈樂,粵語流行樂,華語節奏藍調",亞洲通文創有限公司,0.5,0.778,0,-4.658,0,0.126,0.387,0,0.16,0.279,173.906,4,Chinese,Mandopop,ESFJ
spotify:track:2DZLyqxPBCziw1YJOWPCjQ,長途夜車,進擊下半場,滅火器,2017-04-14,186026,54,false,,2023-09-21T15:50:00Z,"台灣獨立音樂,台灣流行樂,華語獨立音樂,華語搖滾樂,華語流行","Fire On Music Co., Ltd.",0.36,0.567,5,-4.458,1,0.0388,0.0894,0,0.137,0.274,102.966,3,Chinese,Mandopop,ISTP
spotify:track:5FGzM47D9MUa0y7qb2D0Ix,猜不透,我愛上的,丁噹,2008-10-07,233360,62,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂,古風歌曲",Bin Music International Limited,0.565,0.455,4,-6.632,1,0.0346,0.56,0,0.115,0.182,139.956,4,Chinese,Mandopop,ISTP
spotify:track:5vL8cgLYwcoQND7z1m2iRN,和平分手,副駕駛座的風景,梁文音;蕭煌奇,2018-05-11,284125,47,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂",Universal Music Taiwan,0.464,0.396,2,-7.098,1,0.0351,0.697,0,0.161,0.342,140.744,4,Chinese,Mandopop,INFP
spotify:track:3jdy4aOla1dwYIqwp69JJN,愛上你算我賤,REAL LIFE,周湯豪,2022-01-07,250941,56,false,,2023-09-21T15:50:00Z,"華語嘻哈樂,華語流行,華語節奏藍調,台灣流行樂,華語流行樂",Universal Music Taiwan,0.478,0.738,6,-4.464,0,0.0414,0.00432,0,0.154,0.353,163.994,4,Chinese,Mandopop,ENTJ
spotify:track:6439IQyiZV5I7aOo8UREgm,擋一根,電火王,美秀集團,2018-08-22,236133,58,false,,2023-09-21T15:50:00Z,"台灣獨立音樂,華語獨立音樂,台灣流行樂,華語搖滾樂,華語流行",Amazing Show,0.518,0.8,6,-6.412,0,0.0452,0.0799,0,0.098,0.43,76.064,4,Chinese,Mandopop,ESFJ
spotify:track:2qkJkRmcgpdVhdEhz3GcFX,十七,十七,S.H.E,2018-08-30,308693,45,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂",HIM International Music Inc.,0.47,0.563,2,-4.893,1,0.036,0.137,0,0.137,0.374,149.881,4,Chinese,Mandopop,ENTJ
spotify:track:2Ub5ZGPsej0A6YpvzhntLL,輸情歌,巷子內,J.Sheon,2019-11-25,224653,55,false,,2023-09-21T15:50:00Z,"華語節奏藍調,華語流行,華語嘻哈樂,華語流行樂,台灣獨立音樂,台灣流行樂,華語獨立音樂",Sony Music Entertainment,0.633,0.327,5,-8.225,1,0.0431,0.784,0,0.185,0.557,149.959,4,Chinese,Mandopop,INFP
spotify:track:5l94Up12BJSjhH7Mhr2ji4,紅豆,唱遊,王菲,1998-10-01,256026,60,false,,2023-09-21T15:50:00Z,"粵語流行樂,華語流行,華語流行樂,台灣流行樂,華語獨立音樂",KC Digital,0.554,0.408,0,-10.609,1,0.0317,0.27,0.00000653,0.26,0.17,111.821,4,Chinese,Mandopop,INTJ
spotify:track:0VUORVhLmsxKTSwg4P9CrB,山海,醜奴兒,草東沒有派對,2016-02-19,251053,55,false,,2023-09-21T15:50:00Z,"台灣獨立音樂,華語搖滾樂,華語獨立音樂,台灣流行樂,華語流行",草東沒有派對,0.561,0.676,11,-10.49,0,0.0645,0.0543,0.0557,0.106,0.306,160.044,4,Chinese,Mandopop,ESFJ
spotify:track:6yh3aP8HuImur7v8p1P8fz,"起風了 (電視劇《加油, 你是最棒的》主題曲)","起風了 (電視劇《加油, 你是最棒的》主題曲)",吳青峰,2019-01-11,313565,60,false,,2023-09-21T15:50:00Z,"華語流行,華語流行樂,華語獨立音樂,台灣流行樂,古風歌曲",北京智慧大狗文化傳媒有限公司,0.549,0.396,3,-7.788,1,0.0268,0.487,0,0.144,0.502,73.986,4,Chinese,Mandopop,INFP
spotify:track:5oSEjCvds0BrkQ2dVDHRpF,所謂的愛,同在,小宇 宋念宇,2017-04-07,192813,49,false,,2023-09-21T15:50:00Z,"華語節奏藍調,華語流行,台灣流行樂,華語流行樂",WM Taiwan,0.447,0.613,3,-7.644,1,0.0668,0.517,0,0.279,0.248,75.922,4,Chinese,Mandopop,ISTJ
spotify:track:3kcnCi8MfkMqFKeznqEEOE,遺失的美好,Over The Rainbow,張韶涵,2004-04-01,261933,54,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂",Linfair,0.619,0.335,5,-9.407,1,0.0294,0.862,0,0.0742,0.209,99.824,4,Chinese,Mandopop,ISTP
spotify:track:0bIbgooxvBkww2ZGeu8VMR,天黑請閉眼,天黑請閉眼,陳零九;邱鋒澤 Feng Ze,2019-05-09,286832,54,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂,華語節奏藍調,粵語流行樂","Rock Records Co., Ltd.",0.534,0.731,0,-5.558,1,0.0562,0.28,0,0.0914,0.425,169.928,4,Chinese,Mandopop,ENTJ
spotify:track:6mO5fCJKvB9tr5RAFvBO7z,家家酒,還是想念,家家,2016-12-30,273405,60,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂,古風歌曲",Bin Music International Limited,0.552,0.543,6,-6.272,1,0.0277,0.421,0,0.107,0.181,132.103,4,Chinese,Mandopop,ISTP
spotify:track:2fc2vUA5H3mTAr9rQoBDKt,愛我別走,祕密基地,張震嶽,1998-12-11,284466,63,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂,華語搖滾樂,台灣獨立音樂,華語獨立音樂","Rock Records Co., Ltd.",0.646,0.356,0,-10.804,1,0.0268,0.552,0.00000163,0.0964,0.684,90.079,4,Chinese,Mandopop,INFP
spotify:track:0mDynC7lAwQyeXevpyDwhV,夢中的情話,紅線,江蕙;阿杜,2002-12-01,289360,51,false,,2023-09-21T15:50:00Z,"台灣流行樂,華語流行,演歌,華語流行樂",阿爾發音樂股份有限公司,0.558,0.468,11,-6.19,0,0.0278,0.314,0.0005,0.18,0.255,123.985,4,Chinese,Mandopop,INTP
spotify:track:13tJ9Mkj7cjXxrTjOh0LAN,關於小熊,收斂水,蛋堡,2009-07-22,316920,55,true,,2023-09-21T15:50:00Z,"華語嘻哈樂,台灣獨立音樂,台灣流行樂,華語獨立音樂,華語流行,爵士饒舌樂,華語節奏藍調",KAO! INC.,0.918,0.371,9,-10.493,1,0.104,0.591,0,0.11,0.769,92.983,4,Chinese,Mandopop,INFP
spotify:track:53yiHIP3ptxWtT4ambRcgb,終究還是因為愛,Holy Trip!,TRASH,2021-09-24,285222,58,false,,2023-09-21T15:50:00Z,"台灣獨立音樂,台灣流行樂,華語流行,華語搖滾樂,華語獨立音樂,華語流行樂",WM Taiwan,0.552,0.8,10,-5.203,1,0.0587,0.0253,0.00000222,0.125,0.182,126.027,4,Chinese,Mandopop,ENTJ
spotify:track:1kzo6QoYHW2Uf2Ccyb5y8i,如果我們還在一起,右腦,宇宙人,2017-10-06,273934,50,false,,2023-09-21T15:50:00Z,"台灣獨立音樂,華語獨立音樂,台灣流行樂,華語流行,華語流行樂",Bin Music International Limited,0.69,0.636,0,-8.453,1,0.0967,0.389,0.0000759,0.192,0.292,172.064,4,Chinese,Mandopop,ISTP
spotify:track:3TYzES2lL8BTPE4uudj0Hj,不得不愛,高手,潘瑋柏;弦子,2005-07-08,281413,63,false,,2023-09-21T15:50:00Z,"華語流行,華語嘻哈樂,華語流行樂,台灣流行樂,華語節奏藍調,古風歌曲",Universal Music Taiwan,0.719,0.484,8,-7.898,1,0.0944,0.751,0,0.0776,0.438,79.995,4,Chinese,Mandopop,INFP
spotify:track:59lBAMCis4C6NsPdUV35Vz,愛愛愛,愛愛愛,方大同,2006-12-31,215253,67,false,,2023-09-21T15:50:00Z,"華語節奏藍調,華語流行,華語流行樂,台灣流行樂,粵語流行樂",WM Hong Kong,0.473,0.459,9,-7.348,1,0.0377,0.4,0,0.0862,0.346,66.37,4,Chinese,Mandopop,INFP
spotify:track:1M5MN2PnMtf7YhnqukD4xa,街角的祝福,Just Sing It,戴佩妮,2002,248573,54,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂",Gold Typhoon Taiwan,0.648,0.353,11,-7.207,1,0.0283,0.923,0.0000624,0.111,0.398,95.997,4,Chinese,Mandopop,INFP
spotify:track:4bDJJr7yG31MApWuvEasAo,有些,失眠症候群,颜人中,2019-12-14,229523,65,false,,2023-09-21T15:50:00Z,"華語流行,華語流行樂,華語節奏藍調",中视鸣达,0.683,0.534,7,-7.531,1,0.0462,0.75,0,0.0806,0.368,126.023,4,Chinese,Mandopop,INFJ
spotify:track:0n7Ij8XEDfYYFRgBQjNjnf,愛你,Kimberley首張同名專輯,陳芳語,2012-04-27,207840,63,false,,2023-09-21T15:50:00Z,"華語節奏藍調,華語流行,華語流行樂,台灣流行樂",Columbia,0.551,0.52,9,-6.721,1,0.0286,0.332,0,0.0901,0.142,144.024,4,Chinese,Mandopop,INTP
spotify:track:6TBpC71F18s4B6VkW6Qrv3,體面,體面,于文文,2017-12-25,282770,59,false,,2023-09-21T15:50:00Z,"華語流行,華語流行樂,台灣流行樂",TME,0.356,0.465,10,-8.485,1,0.0336,0.421,0.000299,0.109,0.205,169.852,4,Chinese,Mandopop,ISTP
spotify:track:0fQla3BOmDbwE7e6I78LbZ,錯的人,蕭灑小姐,蕭亞軒,2010-09-21,311813,59,false,,2023-09-21T15:50:00Z,"華語流行,台灣流行樂,華語流行樂",Gold Typhoon Taiwan,0.511,0.511,4,-6.787,1,0.0366,0.76,0,0.104,0.239,127.826,4,Chinese,Mandopop,ISTP
spotify:track:4M8aT4P3AlJUGQ4DqaXJpV,我不是饒舌歌手,23,Marz23,2020-08-18,212765,52,false,,2023-09-21T15:50:00Z,"華語嘻哈樂,華語流行,華語節奏藍調,台灣流行樂,台灣獨立音樂,華語流行樂,華語搖滾樂,華語獨立音樂",WM Taiwan,0.579,0.658,9,-7.074,1,0.0834,0.0429,0,0.219,0.186,80.013,4,Chinese,Mandopop,ESFJ
