spotify_id,name,artist,valence,energy,danceability,tempo,acousticness,lang
6K9rVmfvmsiWyzP5QUORFF,"正想著你呢","持修",0.353,0.248,0.502,84.026,0.763,zh
4D0KlK4Fl8lotvsoys1bYQ,"天后","陳勢安",0.286,0.643,0.46,160.044,0.199,zh
2wzXhxWPX0aODraKNXoJYY,"後來","劉若英",0.375,0.5,0.677,149.784,0.69,zh
7BPtIXCBWvbl1HqEosWvmK,"I Believe","范逸臣",0.148,0.287,0.569,129.935,0.736,zh
2UcgToLQiO8Lh76FQwtWbq,"誰","李友廷",0.165,0.263,0.466,128.56,0.643,zh
1G9KctNOyAM8wMkCFhR3EZ,"寶貝(In The Night)","張懸",0.535,0.274,0.755,110.064,0.848,zh
2Dd9EXYXI2NNrLG61OtWQv,"手放開","李聖傑",0.458,0.618,0.694,111.943,0.31,zh
7iZy5sCDT5VkqEYBKy0DTU,"青空未來","五月天 阿信",0.322,0.33,0.497,131.984,0.586,zh
3ar8egO3eEowO02iMx1Ktu,"買榜","熊仔;吳卓源",0.615,0.548,0.904,135.121,0.409,zh
7BgO5vZaywxKoHPUBdEzrr,"Tough Love (feat. Eve Ai)","MC HotDog;艾怡良",0.518,0.717,0.738,150.932,0.193,zh
63ZjEz218reY1rFflqqnqW,"Love More","畢書盡",0.45,0.731,0.548,92.035,0.0887,zh
02oCAksa3mqdz91Iiq8Ewo,"為你寫詩","吳克群",0.167,0.642,0.477,143.259,0.203,zh
1bkdJsC4ZWDo8j8ekJWMeD,"煎熬","李佳薇",0.154,0.39,0.379,139.197,0.465,zh
6cGzTAwvGHsmk4CqIAXoJj,"我還年輕 我還年輕","老王樂隊",0.481,0.563,0.596,127.889,0.152,zh
4447zXCsgDBPORAbbz3Pia,"Aim High","9m88",0.265,0.494,0.739,88.008,0.7,zh
2h5j6lshsRkShTQ527SOlj,"他們說我是沒有用的年輕人","好樂團",0.274,0.511,0.59,119.975,0.199,zh
0FjrLvldGA3kiwLBxv2PSD,"心牆","郭靜",0.338,0.62,0.7,123.879,0.762,zh
7IiSESHLOtsoEXTlXa0bjJ,"想太多","李玖哲",0.148,0.356,0.485,76.988,0.71,zh
37BXaP8wCJrH0M3AdtSNyk,"你要的全拿走","胡彥斌",0.157,0.573,0.618,133.986,0.339,zh
3QiUy2XAQEOEUxNeGlbI5u,"被你遺忘的森林","原子邦妮",0.448,0.627,0.642,95.994,0.343,zh
6QAn6Crff7sfcqC83fH7dd,"不曾回來過 - 電視劇通靈少女插曲","李千娜",0.316,0.419,0.532,170.011,0.524,zh
5V3eOL0Zyb3OqhwOmFRvyO,"地球上最浪漫的一首歌","黃鴻升",0.425,0.487,0.57,139.987,0.373,zh
5EpLeWSwqOG0mZW0R4WdKQ,"海浪","deca joins",0.427,0.444,0.44,115.01,0.0297,zh
2Y0wPrPQBrGhoLn14xRYCG,"Come & Go (with Marshmello)","Juice WRLD;Marshmello",0.535,0.814,0.625,144.991,0.0172,en
3h4T9Bg8OVSUYa6danHeH5,"Animals","Maroon 5",0.328,0.742,0.279,189.868,0.000185,en
4jPy3l0RUwlUI9T5XHBW2m,"Mood (feat. iann dior)","24kGoldn;iann dior",0.732,0.716,0.701,91.007,0.174,en
5cF0dROlMOK5uNZtivgu50,"Attention","Charlie Puth",0.797,0.613,0.775,100.066,0.109,en
3Z8FwOEN59mRMxDCtb8N0A,"Be Kind (with Halsey)","Marshmello;Halsey",0.452,0.633,0.63,93.992,0.00776,en
4QTuyRQshEZYurtIDfE6g0,"By Your Side","Jonas Blue;RAYE",0.634,0.743,0.695,123.007,0.0786,en
0ClPIeT6MSgfSgQ9ZrJbAq,"Cheating on You","Charlie Puth",0.601,0.535,0.749,123.042,0.0131,en
7tN0ceaX3JAz6aVtyXn9mn,"Chills","Why Don't We",0.783,0.689,0.615,162.919,0.00483,en
7BKLCZ1jbUBVqRi2FVlTVw,"Closer","The Chainsmokers;Halsey",0.661,0.524,0.748,95.01,0.414,en
21TdkDRXuAB3k90ujRU1et,"Cold (feat. Future)","Maroon 5;Future",0.506,0.716,0.697,99.905,0.118,en
2qzISfdoGJa0AHXqgyJhw7,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer;Justin Bieber;MØ",0.501,0.798,0.608,92.943,0.0736,en
6Qs4SXO9dwPj5GKvVOv8Ki,"Dancing With A Stranger (with Normani)","Sam Smith;Normani",0.347,0.52,0.741,102.998,0.447,en
1lsBTdE6MGsKeZCD6llNu7,"Done for Me (feat. Kehlani)","Charlie Puth;Kehlani",0.697,0.632,0.856,112.009,0.193,en
3PfIrDoz19wz7qK7tYeu62,"Don't Start Now","Dua Lipa",0.679,0.793,0.793,123.95,0.0123,en
5o3GnrcFtvkdf3zFznuSbA,"Don't Wanna Know (feat. Kendrick Lamar)","Maroon 5;Kendrick Lamar",0.418,0.611,0.783,100.049,0.343,en
6PQ88X9TkUIAUIZJHW2upE,"Bad Habits","Ed Sheeran",0.591,0.897,0.808,126.026,0.0469,en
0azC730Exh71aQlOt9Zj3y,"This Is What You Came For","Calvin Harris;Rihanna",0.465,0.927,0.631,123.962,0.199,en
76hfruVvmfQbw0eYn1nmeC,"Cake By The Ocean","DNCE",0.896,0.753,0.774,119.002,0.152,en
6Wytqpe4mfmyeT8s1xbczG,"Something In The Way You Move","Ellie Goulding",0.316,0.814,0.658,109.004,0.0398,en
2zI9NSx3dncJHCw0QClcx0,"Know Me Too Well (with Danna Paola)","New Hope Club;Danna Paola",0.798,0.708,0.757,122.916,0.428,en
5HCyWlXZPP0y6Gqq8TgA20,"STAY (with Justin Bieber)","The Kid LAROI;Justin Bieber",0.478,0.764,0.591,169.928,0.0383,en
3cbE0k4dUtvDJhyHjjuDPz,"Love Again","Dua Lipa",0.468,0.667,0.659,115.982,0.00173,en
26rdOwwjC2UnweK3xeS58u,"GDFR (feat. Sage the Gemini & Lookas)","Flo Rida;Sage The Gemini;Lookas",0.69,0.827,0.657,145.889,0.000704,en
49dFIRQCQxPWgoH0m38XQ5,"Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album","Lennon Stella;Charlie Puth",0.7,0.686,0.696,115.982,0.262,en
3p4WMekidOIiyf8SFvfrIC,"Memories Remix (feat. Nipsey Hussle & YG)","Maroon 5;Nipsey Hussle;YG",0.7,0.396,0.807,91.159,0.855,en
1G5rzVAFlgMqG4gaRujcaA,"Seasons","Maroon 5",0.281,0.504,0.638,140.204,0.509,en
6tHQAadcluhVV4oD2IvHSk,"Lost","Maroon 5",0.766,0.706,0.766,142.989,0.223,en
5zFglKYiknIxks8geR8rcL,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5;Megan Thee Stallion",0.721,0.676,0.713,99.048,0.0377,en
37BZB0z9T8Xu7U3e65qxFy,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd;Ariana Grande",0.593,0.825,0.65,118.091,0.0215,en
5E75Cr0oqxGoX0YYwdC3nZ,"Peaches (Remix) feat. Ludacris, Usher & Snoop Dogg","Justin Bieber;USHER;Snoop Dogg;Ludacris",0.59,0.69,0.64,89.906,0.399,en
3iYNJX4FTRGlfMQySjlGNr,"Future Nostalgia","Dua Lipa",0.859,0.813,0.875,114.993,0.00618,en
0EhpEsp4L0oRGM0vmeaN5e,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin;Dua Lipa;Bad Bunny;Tainy",0.393,0.693,0.571,168.169,0.00536,en
5zqObw7wjBgL9TDiAymxPn,"Our Song","Anne-Marie;Niall Horan",0.515,0.759,0.595,80.953,0.141,en
5K6Ssv4Z3zRvxt0P6EKUAP,"Heartbreak Anthem (with David Guetta & Little Mix)","Galantis;David Guetta;Little Mix",0.479,0.784,0.595,124.111,0.216,en
3tyPOhuVnt5zd5kGfxbCyL,"Where Have You Been","Rihanna",0.443,0.847,0.719,127.96,0.00201,en
0TEk9SHs3MJl8S0Qgtbzqh,"Too Much (feat. Imanbek & Usher) - Alle Farben Remix","Marshmello;USHER;Alle Farben;Imanbek",0.559,0.878,0.707,126.102,0.00605,en
2WnAKZefdRHxtBEkRjFOHC,"Anyone","Justin Bieber",0.578,0.521,0.685,115.885,0.185,en
0oaY19dUwZimIgzn3ZZLZO,"2 Much","Justin Bieber",0.167,0.444,0.583,119.59,0.593,en
2RSHsoi04658QL5xgQVov3,"Bad Liar","Imagine Dragons",0.0805,0.637,0.307,88.693,0.0732,en
2tB9OFgAHjAds3cqquLlvp,"Loved By You (feat. Burna Boy)","Justin Bieber;Burna Boy",0.642,0.724,0.79,101.04,0.0696,en
5QO79kh1waicV47BqGRL3g,"Save Your Tears","The Weeknd",0.644,0.825,0.679,118.049,0.0212,en
4iJyoBOLtHqaGxP12qzhQI,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber;Daniel Caesar;GIVĒON",0.464,0.696,0.677,90.03,0.321,en
1EsTfiu26JucTyc5npjJU4,"Love You Different (feat. BEAM)","Justin Bieber;BEAM",0.382,0.59,0.756,127.143,0.068,en
5NU40QTlXrDUJzDBdv79bg,"Deserve You","Justin Bieber",0.409,0.633,0.677,89.934,0.0314,en
4u4NyuceXP7Uzh7XFJKCr1,"Hold On","Justin Bieber",0.29,0.634,0.658,139.98,0.0106,en
6T689Jvh5KrSXyaPtUWZtQ,"Criminal","Britney Spears",0.711,0.734,0.696,107.987,0.0485,en
09CtPGIpYB4BrO8qb1RGsF,"Sorry","Justin Bieber",0.409,0.76,0.655,99.947,0.0797,en
4umIPjkehX1r7uhmGvXiSV,"Intentions (feat. Quavo)","Justin Bieber;Quavo",0.875,0.546,0.806,147.988,0.298,en
6rPO02ozF3bM7NnOV4h6s2,"Despacito - Remix","Luis Fonsi;Daddy Yankee;Justin Bieber",0.816,0.816,0.653,178.085,0.228,en
7nZmah2llfvLDiUjm0kiyz,"Friends (with BloodPop®)","Justin Bieber;BloodPop®",0.649,0.739,0.744,104.99,0.00459,en
3jHCXrZNz8fQEEf4BpWCAj,"Purpose","Justin Bieber",0.316,0.285,0.481,130.029,0.9,en
09mhA1SJjMHniZPF4Hcihn,"Company","Justin Bieber",0.425,0.797,0.59,94.948,0.132,en
190jyVPHYjAqEaOGmMzdyk,"Beauty And A Beat","Justin Bieber;Nicki Minaj",0.526,0.843,0.602,128.003,0.000688,en
5g4ombYW8dzSHTK0p3pov0,"I Don't Like It, I Love It","The Bellas",0.902,0.738,0.78,117.995,0.499,en
1diS6nkxMQc3wwC4G1j0bh,"We're Good","Dua Lipa",0.59,0.588,0.722,134.01,0.0319,en
2MUKw7zEirXqdZZ3xC4hOf,"Hallucinate","Dua Lipa",0.627,0.69,0.627,122.053,0.033,en
3mC8VlVBwdVxCTq4cYZr64,"Future Nostalgia","Dua Lipa",0.859,0.813,0.875,114.993,0.00618,en
2oJEygU9oexxrQLQWj365w,"Slow Down","Why Don't We",0.959,0.856,0.777,127.011,0.0121,en
2Oycxb8QbPkpHTo8ZrmG0B,"Prisoner (feat. Dua Lipa)","Miley Cyrus;Dua Lipa",0.595,0.67,0.781,127.99,0.0103,en
017PF4Q3l4DBUiWoXk4OWT,"Break My Heart","Dua Lipa",0.467,0.729,0.73,113.011,0.167,en
0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II","Alan Walker;Ava Max",0.608,0.668,0.67,88.033,0.536,en
3Uo7WG0vmLQ07WB4BDwy7D,"willow","Taylor Swift",0.549,0.579,0.392,80.961,0.835,en
5iTaLzgPI5jRMVAxITcZwT,"Easier – Remix (with Charlie Puth)","5 Seconds of Summer;Charlie Puth",0.608,0.445,0.418,175.686,0.469,en
698ItKASDavgwZ3WjaWjtz,"Faded","Alan Walker",0.159,0.627,0.468,179.642,0.0281,en
37f4ITSlgPX81ad2EvmVQr,"Fight Song","Rachel Platten",0.33,0.714,0.564,175.924,0.0549,en
7fa9MBXhVfQ8P8Df9OEbD8,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5;Cardi B",0.447,0.541,0.779,124.939,0.566,en
76cy1WJvNGJTj78UqeA5zr,"IDGAF","Dua Lipa",0.51,0.544,0.836,97.028,0.0403,en
6yIdwnpDHufLWgQcveTPMk,"I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN;Taylor Swift",0.0862,0.451,0.735,117.973,0.0631,en
2bT1PH7Cw3J9p3t7nlXCdh,"If I Can't Have You","Shawn Mendes",0.87,0.823,0.691,123.943,0.489,en
21TcDbGosp7w9YhTjOszgA,"Imagination","Shawn Mendes",0.333,0.455,0.64,89.948,0.0743,en
04ZTP5KsCypmtCmQg5tH9R,"I'm a Mess","Bebe Rexha",0.216,0.694,0.63,97.005,0.00281,en
364dI1bYnvamSnBJ8JcNzN,"Intentions","Justin Bieber;Quavo",0.86,0.553,0.811,148.014,0.317,en
23L5CiUhw2jV1OIMwthR3S,"In the Name of Love","Martin Garrix;Bebe Rexha",0.168,0.519,0.501,133.99,0.109,en
7yHEDfrJNd0zWOfXwydNH0,"Into You","Ariana Grande",0.358,0.727,0.636,107.988,0.0161,en
3707IBa4HnS3zDDoWfeUBl,"I Warned Myself","Charlie Puth",0.579,0.311,0.488,184.112,0.562,en
7KxhSJOYiqCDclXDBNlFSZ,"Kill Em With Kindness","Selena Gomez",0.399,0.884,0.757,120.013,0.00789,en
0lYBSQXN6rCTvUZvg9S0lU,"Let Me Love You","DJ Snake;Justin Bieber",0.159,0.715,0.475,199.892,0.0863,en
7x5xYW5W42OGPAdHUyyguy,"Locked Away (feat. Adam Levine)","R. City;Adam Levine",0.55,0.671,0.509,118.413,0.304,en
6uFsE1JgZ20EXyU0JQZbUR,"Look What You Made Me Do","Taylor Swift",0.497,0.68,0.773,128.062,0.213,en
2l8w0zZVn4AZNuzrht7MRT,"Love Me Like You Do - From Fifty Shades Of Grey","Ellie Goulding",0.282,0.606,0.475,94.994,0.247,en
50kpGaPAhYJ3sGmk6vplg0,"Love Yourself","Justin Bieber",0.515,0.378,0.609,100.43,0.835,en
2qLMf6TuEC3ruGJg4SMMN6,"Lucky","Jason Mraz;Colbie Caillat",0.669,0.414,0.625,130.088,0.294,en
7jEyX4bqaCSdMN4D4JNnVj,"Mama","Jonas Blue;William Singe",0.566,0.794,0.738,104.014,0.101,en
7oUHzZKNKUTrlU7DYxhQ7v,"Maps","Maroon 5",0.879,0.713,0.742,120.032,0.0205,en
2b8fOow8UzyDFAE27YhOZM,"Memories","Maroon 5",0.575,0.32,0.764,91.019,0.837,en
4lYTkvMkcNRj9uoSr8Zpws,"Mercy","Shawn Mendes",0.405,0.684,0.563,147.92,0.109,en
3kwgqoBqTwoAH4nT29TYrq,"Nobody's Love","Maroon 5",0.154,0.567,0.486,93.68,0.31,en
1louJpMmzEicAn7lzDalPW,"No Promises (feat. Demi Lovato)","Cheat Codes;Demi Lovato",0.595,0.667,0.741,112.956,0.0575,en
2qT1uLXPVPzGgFOx4jtEuo,"no tears left to cry","Ariana Grande",0.354,0.713,0.699,121.993,0.04,en
2ZrHbO88rM6Ijeg0aJmSzl,"Patient","Charlie Puth",0.456,0.604,0.675,168.034,0.752,en
1XGmzt0PVuFgQYYnV2It7A,"Payphone","Maroon 5;Wiz Khalifa",0.545,0.752,0.743,110.015,0.0188,en
3NLnwwAQbbFKcEcV8hDItk,"Perfect","One Direction",0.397,0.822,0.648,99.933,0.0598,en
0tgVpDi06FyKpA1z0VMD4v,"Perfect","Ed Sheeran",0.168,0.448,0.599,95.05,0.163,en
1CUVN2kn7mW5FjkqXTR2W1,"Perfect Strangers","Jonas Blue;JP Cooper",0.709,0.819,0.742,117.986,0.372,en
7DvQTs0DsiKL9KAGafSayU,"Permission","New Hope Club",0.782,0.792,0.758,105.019,0.0675,en
44fXOB2eBG8uaQJGwh26Bk,"Physical","Dua Lipa",0.761,0.843,0.647,146.961,0.0137,en
2hrUO4drrO63i7FYbCLBl2,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit;Anne-Marie;Sean Paul",0.792,0.73,0.717,102.002,0.383,en
3ebXMykcMXOcLeJ9xZ17XH,"Scared to Be Lonely","Martin Garrix;Dua Lipa",0.195,0.54,0.584,137.972,0.0895,en
66VenHDtrQAw7FCjyF2J56,"The Christmas Song (Shawn Mendes & Camila Cabello)","Shawn Mendes;Camila Cabello",0.212,0.181,0.341,83.608,0.888,en
5jpNBhgAk5OmfB0W5i5NaO,"Piece Of You","Shawn Mendes",0.609,0.628,0.757,100.004,0.0147,en
2Z8yfpFX0ZMavHkcIeHiO1,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes;Justin Bieber",0.549,0.383,0.652,145.765,0.0676,en
3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled;Justin Bieber;Quavo;Chance the Rapper;Lil Wayne",0.811,0.668,0.609,80.924,0.0552,en
1SJtlNRJDeYHioymcvsqev,"Crying in the Club","Camila Cabello",0.603,0.617,0.334,85.227,0.334,en
29JrmE89KgRyCxBIzq2Ocw,"Strip That Down (feat. Quavo)","Liam Payne;Quavo",0.546,0.495,0.873,106.033,0.199,en
0zzVTGyRrWpQu8Fr28NRAv,"OK Not To Be OK","Marshmello;Demi Lovato",0.263,0.837,0.743,103.072,0.0172,en
6Im9k8u9iIzKMrmV7BWtlF,"34+35","Ariana Grande",0.485,0.585,0.83,109.978,0.237,en
6mQLN3zRtAp6ovjusyYKrV,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur;Anne-Marie",0.571,0.743,0.67,125.944,0.237,en
6W5RmgWh46p9RQ4LDezHKE,"Flashlight (Sweet Life Mix) - From Pitch Perfect 2 Soundtrack","Hailee Steinfeld",0.278,0.623,0.517,148.045,0.327,en
5EbX5xL3O2xT8FxCpYzgUO,"How Far I'll Go - From Moana","Alessia Cara;Disney",0.16,0.544,0.309,180.979,0.155,en
3wuR0YSNdT9rgWfFi1lctv,"Million Ways","HRVY",0.471,0.803,0.645,106.03,0.0312,en
4nVBt6MZDDP6tRVdQTgxJg,"Story of My Life","One Direction",0.286,0.663,0.6,121.07,0.225,en
7F9vK8hNFMml4GtHsaXui6,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson;Bebe Rexha;Digital Farm Animals",0.645,0.53,0.683,75.016,0.207,en
49COPp81lGS9Hl9OwKlsKl,"Polaroid","Jonas Blue;Liam Payne;Lennon Stella",0.472,0.898,0.652,114.043,0.29,en
72jbDTw1piOOj770jWNeaG,"Paris","The Chainsmokers",0.219,0.658,0.653,99.99,0.0215,en
74vs7PD7iG2GnWUGnb8Yuq,"Middle Of The Night","The Vamps;Martin Jensen",0.397,0.749,0.588,130.093,0.0037,en
2P91MQbaiQOfbiz9VqhqKQ,"I Like Me Better","Lauv",0.419,0.505,0.752,91.97,0.535,en
7wLK9PAeZMBDVKsm7ptOMn,"positions","Ariana Grande",0.616,0.806,0.734,144.028,0.457,en
4y4spB9m0Q6026KfkAvy9Q,"Lonely (with benny blanco)","Justin Bieber;benny blanco",0.0927,0.239,0.631,79.859,0.864,en
5u1n1kITHCxxp8twBcZxWy,"Holy (feat. Chance The Rapper)","Justin Bieber;Chance the Rapper",0.372,0.704,0.673,86.919,0.196,en
5GhJIMWAw0uMLgkdbt6uMz,"Fallin’ (Adrenaline)","Why Don't We",0.233,0.9,0.606,133.963,0.0101,en
2GyA33q5rti5IxkMQemRDH,"I Know What You Did Last Summer","Shawn Mendes;Camila Cabello",0.743,0.761,0.687,113.939,0.102,en
6v3KW9xbzN5yKLt9YKDYA2,"Señorita","Shawn Mendes;Camila Cabello",0.75,0.548,0.759,116.963,0.0379,en
7xoUc6faLbCqZO6fQEYprd,"One Last Time","Ariana Grande",0.104,0.593,0.628,125.025,0.093,en
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS)","Justin Timberlake",0.7,0.832,0.669,113.035,0.0106,en
4S1GTwPVpkSy7CsJIDKPEz,"You Deserve Better","James Arthur",0.696,0.56,0.516,98.94,0.0322,en
69vToJ9BMbbLlFZo7k7A7B,"You Are The Reason","Calum Scott",0.22,0.235,0.329,171.006,0.918,en
6WbADFqMvR8N5u0BvtsWQE,"Without You (feat. Sandro Cavazza)","Avicii;Sandro Cavazza",0.279,0.855,0.652,134.009,0.00179,en
73h4oe03sZy8bXfQLfnqMv,"Who's Laughing Now","Ava Max",0.505,0.641,0.648,184.021,0.00565,en
0GxQ1A5L9xnMOytbP6eKBG,"What Lovers Do (feat. SZA)","Maroon 5;SZA",0.422,0.598,0.8,109.998,0.0798,en
4B0JvthVoAAuygILe3n4Bs,"What Do You Mean?","Justin Bieber",0.793,0.567,0.845,125.02,0.59,en
1HimGOB6BjOaCQYMIF1xtU,"What Am I","Why Don't We",0.368,0.647,0.614,163.862,0.0687,en
06KyNuuMOX1ROXRhj787tj,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth;Selena Gomez",0.352,0.563,0.728,100.017,0.621,en
6hLkeOMrhZ2CMLBp2of576,"Wanted","OneRepublic",0.711,0.534,0.668,145.816,0.164,en
